Start URL,Lawyer Name,Lawyer Link,Firm Name,Location,Country,Practice Area,Lawyer Overview,Lawyer Ranking
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Richard Mazzochi,https://whoswholegal.com/richard-mazzochi,King & Wood Mallesons,"Melbourne, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=440&RegionID=&CountryID=036,Luke Wainscoat,https://whoswholegal.com/luke-wainscoat,HoustonKemp Economists,"Sydney, Australia",Australia,Experts - Economics - Competition Economists 2019,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Dave Poddar,https://whoswholegal.com/dave-poddar,Clifford Chance,"Sydney, Australia",Australia,Competition,"Dave Poddar draws high praise from sources who consider him “exceptional in this area”, particularly when it comes to merger clearance and regulatory matters.",Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,John Mosley,https://whoswholegal.com/john-mosley,MinterEllison,"Sydney, Australia",Australia,Banking - Finance,John Mosley sits among the most highly ranked banking specialists the country has to offer and is particularly well known for his expertise in acquisition finance matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=440&RegionID=&CountryID=036,Philip Williams,https://whoswholegal.com/philip-williams,Frontier Economics,"Melbourne, Australia",Australia,Experts - Economics - Competition Economists 2019,"Philip Williams leads the legal and competition practice group at the firm, and is hailed as an authority when it comes to applying economic theory to sophisticated competition disputes.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Michael Corrigan,https://whoswholegal.com/michael-corrigan,Clayton Utz,"Sydney, Australia",Australia,Competition,"The “brilliant” Michael Corrigan is recognised in the market for his first-rate competition practice which spans M&A, cartels, regulatory issues and distribution agreements.",Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Jonathan Oldham,https://whoswholegal.com/jonathan-oldham,King & Wood Mallesons,"Melbourne, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=440&RegionID=&CountryID=036,Yan Yu,https://whoswholegal.com/yan-yu,RBB Economics,"Melbourne, Australia",Australia,Experts - Economics - Competition Economists 2019,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Fiona Crosbie,https://whoswholegal.com/fiona-crosbie,Allens,"Sydney, Australia",Australia,Competition,"Fiona Crosbie is highly rated for her competition practice, assisting clients with cartel and consumer law investigations, merger clearances and litigation.",Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Jock O'Shea,https://whoswholegal.com/jock-oshea,Ashurst,"Brisbane, Australia",Australia,Australia - Banking,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=440&RegionID=&CountryID=036,Bronwyn McDonald,https://whoswholegal.com/bronwyn-mcdonald,HoustonKemp Economists,"Sydney, Australia",Australia,Experts - Economics - Competition Economists - Future Leaders,"Bronwyn McDonald is applauded for her ""very cool head and considered approach"". She is described as ""diligent, very bright and a creative thinker"".",Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Linda Evans,https://whoswholegal.com/linda-evans,Clayton Utz,"Sydney, Australia",Australia,Competition,Linda Evans is a seasoned expert in contentious matters and is highlighted for her know-how in regulatory and market access matters.,Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Bryan Paisley,https://whoswholegal.com/bryan-paisley,Baker McKenzie,"Sydney, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=440&RegionID=&CountryID=036,Chris Whelan,https://whoswholegal.com/chris-whelan,RBB Economics,"Melbourne, Australia",Australia,Experts - Economics - Competition Economists - Future Leaders,"Chris Whelan is an “up-and-coming name"" in the market. He has over a decade of experience in the field and has advised on everything from mergers to misuse of market power and vertical agreement matters.",Future Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Paul Schoff,https://whoswholegal.com/paul-schoff,MinterEllison,"Sydney, Australia",Australia,Competition,Paul Schoff leads the firm’s competition group and is lauded as a “creative and smart lawyer” with “a deep understanding of competition law”.,Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Ian Paterson,https://whoswholegal.com/ian-paterson,King & Wood Mallesons,"Melbourne, Australia",Australia,Banking - Finance,"Ian Paterson is a respected finance practitioner at the firm. He specialises in structured finance, payment systems and regulatory issues.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Liza Carver,https://whoswholegal.com/liza-carver,Herbert Smith Freehills,"Sydney, Australia",Australia,Australia - Competition,"The “standout” Liza Carver has “worked on major cases”, say sources who commend her work advising clients on regulatory issues and defending clients in legal actions and investigations brought by the authorities.  ",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Brendan Quinn,https://whoswholegal.com/brendan-quinn,White & Case,"Melbourne, Australia",Australia,Banking - Finance,"Brendan Quinn is singled out by market commentators as an accomplished lawyer with a well-developed project finance practice. He has broad-based sector expertise, with experience acting for clients from the power, renewables and infrastructure industries in particular.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Patrick Gay,https://whoswholegal.com/patrick-gay,Herbert Smith Freehills,"Sydney, Australia",Australia,Australia - Competition,Patrick Gay is “a well-regarded practitioner” in the competition market who has “strong analytical skills” as well as a “deep knowledge of both the legal framework and regulatory practice”.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Chris Redden,https://whoswholegal.com/chris-redden,Ashurst,"Sydney, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Greg Houston,https://whoswholegal.com/greg-houston,HoustonKemp Economists,"Sydney, Australia",Australia,Competition - Economists,Greg Houston “has a leading reputation in Australia and New Zealand” highlight sources who add he is “extremely well rated in the market” for his expertise in competition matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Joel Rennie,https://whoswholegal.com/joel-rennie,White & Case,"Sydney, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Peter McDonald,https://whoswholegal.com/peter-mcdonald,Allen & Overy LLP,"Sydney, Australia",Australia,Australia - Competition,Peter McDonald is “highly regarded” among peers thanks to his expertise which runs the gamut of competition matters from merger clearance to market access.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Stewart Robertson,https://whoswholegal.com/stewart-robertson1,MinterEllison,"Sydney, Australia",Australia,Australia - Banking,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Bill Reid,https://whoswholegal.com/bill-reid,Ashurst,"Sydney, Australia",Australia,Australia - Competition,"Bill Reid is highly rated for his expertise in obtaining merger clearances in Australia and across Asia, as well as defending clients in prosecutions and cartel investigations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Michael Ryan,https://whoswholegal.com/michael-ryan1,Allens,"Melbourne, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Luke Wainscoat,https://whoswholegal.com/luke-wainscoat,HoustonKemp Economists,"Sydney, Australia",Australia,Competition - Economists,"Luke Wainscoat has “deep experience in competition matters”, applaud sources who note he is “very articulate and good at expressing complex concepts in simple terms”.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Alexander Schlosser,https://whoswholegal.com/alexander-schlosser,Clayton Utz,"Sydney, Australia",Australia,Banking - Finance,"Alexander Schlosser is singled out by sources for his excellent work advising clients on offshore, cross-border transactions and financings.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Alan C Archibald QC,https://whoswholegal.com/alan-c-archibald-qc,List A Barristers,"Melbourne, Australia",Australia,Competition,Alan Archibald QC of List A Barristers impresses peers with his competition expertise and receives high praise who effuse he is “the best competition silk in Australia”.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Tony Bannon SC,https://whoswholegal.com/tony-bannon-sc,Tenth Floor Chambers,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=49&RegionID=&CountryID=036,Steve Smith,https://whoswholegal.com/steve-smith,Ashurst,"Sydney, Australia",Australia,Banking - Finance,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Peter Brereton SC,https://whoswholegal.com/peter-brereton-sc,Banco Chambers,"Sydney, Australia",Australia,Australia - Competition,Peter Brereton SC is lauded as “brilliant” for his dispute resolution practice and routinely advises clients on contentious matters in the competition space.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Geoff Carter,https://whoswholegal.com/geoff-carter,MinterEllison,"Melbourne, Australia",Australia,Competition,"Geoff Carter is a highly esteemed practitioner in the Australian market, with over 20 years of experience operating in the competition sphere. Peers hail him for his expertise in merger clearances.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Andrew J Christopher,https://whoswholegal.com/andrew-j-christopher,Webb Henderson,"Sydney, Australia",Australia,Australia - Competition,"Andrew Christopher is “an excellent operator and the go-to guy for ACCC matters”, compliment sources. He possesses over 25 years of experience in the competition field.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Craig Colvin SC,https://whoswholegal.com/craig-colvin-sc,Francis Burt Chambers,"Perth, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Caroline Coops,https://whoswholegal.com/caroline-coops,King & Wood Mallesons,"Melbourne, Australia",Australia,Competition,"Caroline Coops is well recognised for her competition know-how, with a focus on abuse of dominance cases, regulatory investigations and merger clearances.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Warwick Davis,https://whoswholegal.com/warwick-davis,Frontier Economics,"Melbourne, Australia",Australia,Australia - Competition Economists,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Nicholas De Young ,https://whoswholegal.com/nicholas-de-young,Victorian Bar,"Melbourne, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Jacqueline Downes,https://whoswholegal.com/jacqueline-downes,Allens,"Sydney, Australia",Australia,Competition,Jacqueline Downes is praised by respondents as “very commercial” and is recognised for her expertise in competition-related regulatory matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Geoff Edwards,https://whoswholegal.com/geoff-edwards,Charles River Associates,"Sydney, Australia",Australia,Competition - Economists,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Jennifer Fish,https://whoswholegal.com/jennifer-fish,Charles River Associates,"Sydney, Australia",Australia,Competition - Economists,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Katrina Groshinski,https://whoswholegal.com/katrina-groshinski,MinterEllison,"Sydney, Australia",Australia,Competition,Katrina Groshinski possesses solid expertise in advising clients operating in heavily regulated industries and routinely assists on all the different elements of regulatory frameworks.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Ayman Guirguis,https://whoswholegal.com/ayman-guirguis,K&L Gates LLP,"Sydney, Australia",Australia,Competition,"Ayman Guirguis possesses “very good judgement and is commercially orientated” according to market sources. He assists clients on joint ventures, supply chain arrangements and ACCC regulatory investigations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Wolfgang Hellmann,https://whoswholegal.com/wolfgang-hellmann,Johnson Winter & Slattery,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Calum Henderson,https://whoswholegal.com/calum-henderson,Victorian Bar,"Melbourne, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Sharon Henrick,https://whoswholegal.com/sharon-henrick,King & Wood Mallesons,"Melbourne, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Trish Henry,https://whoswholegal.com/trish-henry,King & Wood Mallesons,"Melbourne, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Tom Hird,https://whoswholegal.com/tom-hird,CEG,"Sydney, Australia",Australia,Australia - Competition Economists,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Chris Hodgekiss SC,https://whoswholegal.com/chris-hodgekiss-sc,"Selborne Chambers, Level 5","Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Lisa Huett,https://whoswholegal.com/lisa-huett,King & Wood Mallesons,"Melbourne, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Paul Hughes,https://whoswholegal.com/paul-hughes,Herbert Smith Freehills,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Noel Hutley SC,https://whoswholegal.com/noel-hutley-sc,"St James Hall Chambers, Fifth Floor","Sydney, Australia",Australia,Australia - Competition,Noel Hutley SC is lauded as a “well-regarded senior counsel” and recommended by responds for his impressive work in the competition space.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Sar Katdare,https://whoswholegal.com/sar-katdare,Johnson Winter & Slattery,"Sydney, Australia",Australia,Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Wayne Leach,https://whoswholegal.com/wayne-leach,King & Wood Mallesons,"Melbourne, Australia",Australia,Competition,"Wayne Leach is hailed as a “fantastic practitioner, with a calm and commercial approach”. He routinely advises large corporates on joint ventures, mergers and regulatory investigations.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Bruce Lloyd,https://whoswholegal.com/bruce-lloyd,Clayton Utz,"Sydney, Australia",Australia,Competition,"Bruce Lloyd enjoys a strong international reputation for his deep expertise in competition law including M&A-related matters, cartel conduct cases and market access issues. ",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Mark McCowan,https://whoswholegal.com/mark-mccowan,Corrs Chambers Westgarth,"Melbourne, Australia",Australia,Competition,"Mark McCowan heads up the competition group with a concentration on litigious, transactional and advisory matters. Peers praise him for being “practical and easy to work with”.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Nick McHugh,https://whoswholegal.com/nick-mchugh,Norton Rose Fulbright Australia,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Flavio Menezes,https://whoswholegal.com/flavio-menezes,The University of Queensland,"Brisbane, Australia",Australia,Australia - Competition Economists,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Russell Miller AM,https://whoswholegal.com/russell-miller-am,MinterEllison,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Cameron Moore SC,https://whoswholegal.com/cameron-moore-sc,Banco Chambers,"Sydney, Australia",Australia,Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Aldo Nicotra,https://whoswholegal.com/aldo-nicotra,Johnson Winter & Slattery,"Sydney, Australia",Australia,Australia - Competition,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Michael O'Bryan QC,https://whoswholegal.com/michael-obryan-qc,Ninian Stephen Chambers,"Melbourne, Australia",Australia,Competition,The “outstanding” Michael O'Bryan QC is highlighted for his leading expertise in disputes pertaining to competition law matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=52&RegionID=&CountryID=036,Norman O'Bryan SC,https://whoswholegal.com/norman-obryan-sc,Dawson Chambers,"Victoria, Australia",Australia,Australia - Competition,Norman O'Bryan SC is widely recognised as a “strong senior counsel” and wins praise for his adept handling of litigious competition matters.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=442&RegionID=&CountryID=036,Anthony Coops,https://whoswholegal.com/anthony-coops,KPMG,"Melbourne, Australia",Australia,Experts - Digital & Data - Data and E-Discovery Experts,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=442&RegionID=&CountryID=036,Christopher Hatfield,https://whoswholegal.com/christopherhatfield,FTI Consulting,"Sydney, Australia",Australia,Experts - Digital & Data - Data and E-Discovery Experts,"Christopher Hatfield is an outstanding consultant who offers clients more than 15 years of specialist experience in a range of matters, including e-discovery, litigation support and digital forensics.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,James Hmelnitsky SC,https://whoswholegal.com/james-hmelnitsky-sc,Sixth Floor Selborne Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,"James Hmelnitsky SC is “a safe pair of hands” and receives praise from peers who note that he is “responsive, thoughtful and has a broad experience in tax matters”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Mark Richmond SC,https://whoswholegal.com/mark-richmond-sc,Eleven Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,"Mark Richmond SC is a “practical, sought after and detailed” barrister who commands a distinguished reputation in the region for his insight into international taxation and administrative law. Sources praise his “excellent knowledge of tax law” and cite him as “very experienced and great to work with”.",Global Elite Thought Leader
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Paul McNab,https://whoswholegal.com/paul-mcnab,PricewaterhouseCoopers,"Sydney, Australia",Australia,Corporate Tax - Controversy, Paul McNab excels on matters relating to audits and tax negotiations and remains highly rated in the Australian market by respondents to our research this year.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Simon Rooke,https://whoswholegal.com/simon-rooke,PricewaterhouseCoopers,"Victoria, Australia",Australia,Corporate Tax - Controversy,Simon Rooke receives widespread plaudits from market sources who consider him a leading name for tax controversy and complex disputes.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Jonathan Slater,https://whoswholegal.com/jonathan-slater,Clayton Utz,"Sydney, Australia",Australia,Corporate Tax - Controversy, Jonathan Slater commands great respect among colleagues in the field thanks to more than two decades' experience representing multinational clients on a range of issues.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Charles Armitage,https://whoswholegal.com/charles-armitage,Allens,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Sarah Blakelock,https://whoswholegal.com/sarah-blakelock,KPMG,"Melbourne, Australia",Australia,Corporate Tax - Controversy,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,David H Bloom QC,https://whoswholegal.com/david-h-bloom-qc,New Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,David Bloom QC regularly acts for clients in major federal taxation matters and is acclaimed by sources as a “brilliant counsel and the best advocate at the bar”.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Chloe Burnett,https://whoswholegal.com/chloe-burnett,Sixth Floor Selborne Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,Chloe Burnett is described by market players as “one of the top juniors in the country”. She offers clients “great knowledge of tax law” combined with “good commercial understanding” of transfer pricing and buybacks.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Damien Clarke,https://whoswholegal.com/damien-clarke,McCullough Robertson,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Andrew Clements,https://whoswholegal.com/andrew-clements,King & Wood Mallesons,"Melbourne, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Michael A Clough,https://whoswholegal.com/michael-a-clough,King & Wood Mallesons,"Melbourne, Australia",Australia,Corporate Tax - Controversy,Michael Clough draws praise from sources who commend his “very impressive” experience in cross-border taxation and transaction-related tax disputes.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Gregory J Davies QC,https://whoswholegal.com/gregory-j-davies-qc,Victorian Bar,"Melbourne, Australia",Australia,Australia - Corporate Tax,"Gregory Davies QC is an impressive silk who represents clients at all levels of national courts, including the Supreme Court, in high-profile taxation disputes and reviews.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,John W de Wijn QC,https://whoswholegal.com/john-w-de-wijn-qc,Owen Dixon Chambers West,"Melbourne, Australia",Australia,Corporate Tax - Controversy,John de Wijn QC is a specialist tax matters who expertly supports corporate clients and regulators through complex disputes across a range of sectors.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Aldrin De Zilva,https://whoswholegal.com/aldrin-de-zilva,Greenwoods & Herbert Smith Freehills,"Melbourne, Australia",Australia,Australia - Corporate Tax,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Kristen Deards SC,https://whoswholegal.com/kristen-deards,Banco Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,"Kristen Deards SC impresses sources who call her “one of the best tax silks in the country”. She is distinguished as a go-to barrister for transfer pricing, income tax and trusts issues.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Mark Friezer,https://whoswholegal.com/mark-friezer,Clayton Utz,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Martin Fry,https://whoswholegal.com/martin-fry,Allens,"Melbourne, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Richard Gelski,https://whoswholegal.com/richard-gelski,Johnson Winter & Slattery,"Sydney, Australia",Australia,Corporate Tax - Controversy,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Lisa Hespe,https://whoswholegal.com/lisa-hespe,Victorian Bar,"Melbourne, Australia",Australia,Corporate Tax - Controversy,"Lisa Hespe wins praise from sources who note that “she’s very good” in tax disputes arising from major corporate transactions, in addition to her expert work in auditing and settlement procedures.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Bradley Jones,https://whoswholegal.com/bradley-jones,Wentworth Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Ian Kellock,https://whoswholegal.com/ian-kellock,Ashurst,"Melbourne, Australia",Australia,Australia - Corporate Tax,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Paul King,https://whoswholegal.com/paul-king,MinterEllison,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Chris Kinsella,https://whoswholegal.com/chris-kinsella,MinterEllison,"Sydney, Australia",Australia,Corporate Tax - Controversy,"Chris Kinsella “does well for his clients” according to peers familiar with his consummate knowledge of tax reviews, audits and disputes.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Gina Lazanas,https://whoswholegal.com/gina-lazanas,Balazs Lazanas & Welch LLP,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Jonathon Leek,https://whoswholegal.com/jonathon-leek,Deloitte,"Perth, Australia",Australia,Australia - Corporate Tax,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Mark M Leibler,https://whoswholegal.com/mark-m-leibler,Arnold Bloch Leibler,"Melbourne, Australia",Australia,Corporate Tax - Advisory,Mark Leibler is a long-standing figure in the corporate tax bar who leverages his notable experience to provide clients with insight into corporate tax audits and tax strategy.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Wayne Lonergan,https://whoswholegal.com/wayne-lonergan,Lonergan Edwards & Associates Limited,"Sydney, Australia",Australia,Corporate Tax - Experts,Wayne Lonergan comes highly recommended for his considerable experience providing expert valuations in tax disputes. ,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Lawrence M Magid,https://whoswholegal.com/lawrence-m-magid,Allens,"Sydney, Australia",Australia,Corporate Tax - Advisory,Lawrence Magid has decades of experience in advising clients in cross-border tax regimes affecting the creation of significant company restructurings and corporate acquisitions.,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Craig Milner,https://whoswholegal.com/craig-milner,Allens,"Sydney, Australia",Australia,Corporate Tax - Advisory,"Craig Milner is praised as “a great operator” by peers for his expertise in tax matters relating to corporate transactions, real estate developments and private funds.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Terry Murphy QC,https://whoswholegal.com/terry-murphy-qc,List A Barristers,"Melbourne, Australia",Australia,Australia - Corporate Tax,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Frank O'Loughlin QC,https://whoswholegal.com/frank-oloughlin-sc,Victorian Bar,"Melbourne, Australia",Australia,Corporate Tax - Controversy,"Frank O’Loughlin QC is a dedicated tax barrister with deep experience in technically complex taxation disputes, as well as an impressive knowledge of regulatory frameworks governing the space.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Chris Peadon,https://whoswholegal.com/chris-peadon,New Chambers,"Sydney, Australia",Australia,Corporate Tax - Controversy,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Michael Perez,https://whoswholegal.com/michael-perez,King & Wood Mallesons,"Melbourne, Australia",Australia,Corporate Tax - Advisory,"Michael Perez is “an excellent practitioner” who focuses his practice on handling the tax implications of major mergers, acquisitions and corporate reorganisations for high-profile multinationals.",Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Barbara Phair,https://whoswholegal.com/barbara-phair,Ashurst,"Sydney, Australia",Australia,Corporate Tax - Advisory,,Recommended
https://whoswholegal.com/market-insight-tool?PracticeArea=56&RegionID=&CountryID=036,Mark Poole,https://whoswholegal.com/mark-poole,KPMG,"Melbourne, Australia",Australia,Australia - Corporate Tax,,Recommended
